"quarter","startday.index","start.date","outside","mensick.week","mendead.week","womensick.week","womendead.week","sick.total.week","dead.total.week","est.pop.1853","normal.incidence","normal.mortality","week.id","quarterID","cum.sick","S","R"
"Vester",91,1853-09-11,0,1,0,2,1,3,1,8485,0.35,0.12,13,17,215,8270,212
"Vester",98,1853-09-18,0,0,0,0,0,0,0,8485,0,0,14,17,215,8270,215
"Vester",105,1853-09-25,0,1,1,0,0,1,1,8485,0.12,0.12,15,17,216,8269,215
"Vesterbro",0,1853-06-12,1,0,0,0,0,0,0,NA,NA,NA,0,18,0,NA,NA
"Vesterbro",7,1853-06-19,1,0,0,0,0,0,0,NA,NA,NA,1,18,0,NA,NA
"Vesterbro",14,1853-06-26,1,0,0,0,0,0,0,NA,NA,NA,2,18,0,NA,NA
"Vesterbro",21,1853-07-03,1,0,0,0,0,0,0,NA,NA,NA,3,18,0,NA,NA
"Vesterbro",28,1853-07-10,1,0,0,0,0,0,0,NA,NA,NA,4,18,0,NA,NA
"Vesterbro",35,1853-07-17,1,1,1,3,1,4,2,NA,NA,NA,5,18,4,NA,NA
"Vesterbro",42,1853-07-24,1,6,3,2,0,8,3,NA,NA,NA,6,18,12,NA,NA
"Vesterbro",49,1853-07-31,1,2,0,8,2,10,2,NA,NA,NA,7,18,22,NA,NA
"Vesterbro",56,1853-08-07,1,1,1,2,0,3,1,NA,NA,NA,8,18,35,NA,NA
"Vesterbro",63,1853-08-14,1,1,0,6,5,7,5,NA,NA,NA,9,18,29,NA,NA
"Vesterbro",70,1853-08-21,1,0,0,1,0,1,0,NA,NA,NA,10,18,30,NA,NA
"Vesterbro",77,1853-08-28,1,1,1,1,0,2,1,NA,NA,NA,11,18,32,NA,NA
"Vesterbro",84,1853-09-04,1,1,1,0,0,1,1,NA,NA,NA,12,18,36,NA,NA
"Vesterbro",91,1853-09-11,1,0,0,0,0,0,0,NA,NA,NA,13,18,35,NA,NA
"Vesterbro",98,1853-09-18,1,0,0,0,0,0,0,NA,NA,NA,14,18,35,NA,NA
"Vesterbro",105,1853-09-25,1,0,0,0,0,0,0,NA,NA,NA,15,18,32,NA,NA
